source_file,file_size_bytes,format_profile,parsed_rows,valid_start_rows,invalid_start_rows,min_start,max_start,distinct_dates,audit_status
195JourneyDataExtract01Jan2020-07Jan2020.csv,15419287,day_first,126801,126801,0,2020-01-01 00:00:00,2020-01-07 23:53:00,7,PASS
196JourneyDataExtract08Jan2020-14Jan2020.csv,19645529,day_first,161806,161806,0,2020-01-08 00:00:00,2020-01-14 23:54:00,7,PASS
197JourneyDataExtract15Jan2020-21Jan2020.csv,20368155,day_first,167717,167717,0,2020-01-15 00:00:00,2020-01-21 23:56:00,7,PASS
198JourneyDataExtract22Jan2020-28Jan2020.csv,19865444,day_first,163763,163763,0,2020-01-22 00:00:00,2020-01-28 23:54:00,7,PASS
199JourneyDataExtract29Jan2020-04Feb2020.csv,21348710,day_first,175811,175811,0,2020-01-29 00:00:00,2020-02-04 23:54:00,7,PASS
200JourneyDataExtract05Feb2020-11Feb2020.csv,19763943,day_first,163005,163005,0,2020-02-05 00:00:00,2020-02-11 23:55:00,7,PASS
201JourneyDataExtract12Feb2020-18Feb2020.csv,17674634,day_first,145764,145764,0,2020-02-12 00:00:00,2020-02-18 23:54:00,7,PASS
202JourneyDataExtract19Feb2020-25Feb2020.csv,18660079,day_first,153678,153678,0,2020-02-19 00:00:00,2020-02-25 23:51:00,7,PASS
203JourneyDataExtract26Feb2020-03Mar2020.csv,18322079,day_first,150854,150854,0,2020-02-26 00:00:00,2020-03-03 23:56:00,7,PASS
204JourneyDataExtract04Mar2020-10Mar2020.csv,18599682,day_first,153038,153038,0,2020-03-04 00:00:00,2020-03-10 23:54:00,7,PASS
205JourneyDataExtract11Mar2020-17Mar2020.csv,18967236,day_first,155905,155905,0,2020-03-11 00:00:00,2020-03-17 23:55:00,7,PASS
206JourneyDataExtract18Mar2020-24Mar2020.csv,12090727,day_first,98833,98833,0,2020-03-18 00:00:00,2020-03-24 23:52:00,7,PASS
207JourneyDataExtract25Mar2020-31Mar2020.csv,8370725,day_first,68184,68184,0,2020-03-25 00:01:00,2020-03-31 23:54:00,7,PASS
208JourneyDataExtract01Apr2020-07Apr2020.csv,12937236,day_first,105147,105147,0,2020-04-01 00:01:00,2020-04-07 23:51:00,7,PASS
209JourneyDataExtract08Apr2020-14Apr2020.csv,18696194,day_first,151924,151924,0,2020-04-08 00:02:00,2020-04-14 23:50:00,7,PASS
210JourneyDataExtract15Apr2020-21Apr2020.csv,17285221,day_first,140478,140478,0,2020-04-15 00:01:00,2020-04-21 23:53:00,7,PASS
211JourneyDataExtract22Apr2020-28Apr2020.csv,20332774,day_first,164952,164952,0,2020-04-22 00:01:00,2020-04-28 23:49:00,7,PASS
212JourneyDataExtract29Apr2020-05May2020.csv,16627989,day_first,135274,135274,0,2020-04-29 00:01:00,2020-05-05 23:47:00,7,PASS
213JourneyDataExtract06May2020-12May2020.csv,24146911,day_first,196059,196059,0,2020-05-06 00:00:00,2020-05-12 23:53:00,7,PASS
214JourneyDataExtract13May2020-19May2020.csv,27695680,day_first,224684,224684,0,2020-05-13 00:00:00,2020-05-19 23:55:00,7,PASS
215JourneyDataExtract20May2020-26May2020.csv,38568935,day_first,312668,312668,0,2020-05-20 00:00:00,2020-05-26 23:57:00,7,PASS
216JourneyDataExtract27May2020-02Jun2020.csv,41485270,day_first,335957,335957,0,2020-05-27 00:00:00,2020-06-02 23:53:00,7,PASS
217JourneyDataExtract03Jun2020-09Jun2020.csv,26302903,day_first,214151,214151,0,2020-06-03 00:00:00,2020-06-09 23:55:00,7,PASS
218JourneyDataExtract10Jun2020-16Jun2020.csv,32291885,day_first,262603,262603,0,2020-06-10 00:00:00,2020-06-16 23:53:00,7,PASS
219JourneyDataExtract17Jun2020-23Jun2020.csv,35017079,day_first,284787,284787,0,2020-06-17 00:00:00,2020-06-23 23:56:00,7,PASS
220JourneyDataExtract24Jun2020-30Jun2020.csv,36303613,day_first,295329,295329,0,2020-06-24 00:00:00,2020-06-30 23:57:00,7,PASS
221JourneyDataExtract01Jul2020-07Jul2020.csv,30418287,day_first,248199,248199,0,2020-07-01 00:02:00,2020-07-07 23:49:00,7,PASS
222JourneyDataExtract08Jul2020-14Jul2020.csv,31158795,day_first,254147,254147,0,2020-07-08 00:00:00,2020-07-14 23:55:00,7,PASS
223JourneyDataExtract15Jul2020-21Jul2020.csv,34845243,day_first,284334,284334,0,2020-07-15 00:00:00,2020-07-21 23:55:00,7,PASS
224JourneyDataExtract22Jul2020-28Jul2020.csv,29391941,day_first,239875,239875,0,2020-07-22 00:00:00,2020-07-28 23:56:00,7,PASS
225JourneyDataExtract29Jul2020-04Aug2020.csv,36461301,day_first,294987,294987,0,2020-07-29 00:00:00,2020-08-04 23:55:00,7,PASS
226JourneyDataExtract05Aug2020-11Aug2020.csv,36837679,day_first,298077,298077,0,2020-08-05 00:00:00,2020-08-11 23:53:00,7,PASS
227JourneyDataExtract12Aug2020-18Aug2020.csv,29374606,day_first,238374,238374,0,2020-08-12 00:00:00,2020-08-18 23:54:00,7,PASS
228JourneyDataExtract19Aug2020-25Aug2020.csv,29176117,day_first,236548,236548,0,2020-08-19 00:00:00,2020-08-25 23:54:00,7,PASS
229JourneyDataExtract26Aug2020-01Sep2020.csv,28379269,day_first,230066,230066,0,2020-08-26 00:00:00,2020-09-01 23:54:00,7,PASS
230JourneyDataExtract02Sep2020-08Sep2020.csv,30710615,day_first,249103,249103,0,2020-09-02 00:00:00,2020-09-08 23:55:00,7,PASS
231JourneyDataExtract09Sep2020-15Sep2020.csv,34971214,day_first,283518,283518,0,2020-09-09 00:00:00,2020-09-15 23:54:00,7,PASS
232JourneyDataExtract16Sep2020-22Sep2020.csv,37934598,day_first,307593,307593,0,2020-09-16 00:00:00,2020-09-22 23:54:00,7,PASS
233JourneyDataExtract23Sep2020-29Sep2020.csv,26806775,day_first,217937,217937,0,2020-09-23 00:00:00,2020-09-29 23:52:00,7,PASS
234JourneyDataExtract30Sep2020-06Oct2020.csv,19515869,day_first,158822,158822,0,2020-09-30 00:00:00,2020-10-06 23:54:00,7,PASS
235JourneyDataExtract07Oct2020-13Oct2020.csv,24783658,day_first,201388,201388,0,2020-10-07 00:00:00,2020-10-13 23:54:00,7,PASS
236JourneyDataExtract14Oct2020-20Oct2020.csv,26841994,day_first,218135,218135,0,2020-10-14 00:00:00,2020-10-20 23:56:00,7,PASS
237JourneyDataExtract21Oct2020-27Oct2020.csv,22700984,day_first,184409,184409,0,2020-10-21 00:00:00,2020-10-27 23:56:00,7,PASS
238JourneyDataExtract28Oct2020-03Nov2020.csv,22377177,day_first,181882,181882,0,2020-10-28 00:00:00,2020-11-03 23:55:00,7,PASS
239JourneyDataExtract04Nov2020-10Nov2020.csv,23786350,day_first,192460,192460,0,2020-11-04 00:00:00,2020-11-10 23:52:00,7,PASS
240JourneyDataExtract11Nov2020-17Nov2020.csv,19014300,day_first,153975,153975,0,2020-11-11 00:01:00,2020-11-17 23:53:00,7,PASS
241JourneyDataExtract18Nov2020-24Nov2020.csv,21536595,day_first,174386,174386,0,2020-11-18 00:00:00,2020-11-24 23:54:00,7,PASS
242JourneyDataExtract25Nov2020-01Dec2020.csv,20995819,day_first,170096,170096,0,2020-11-25 00:00:00,2020-12-01 23:54:00,7,PASS
243JourneyDataExtract02Dec2020-08Dec2020.csv,18870287,day_first,153493,153493,0,2020-12-02 00:00:00,2020-12-08 23:54:00,7,PASS
244JourneyDataExtract09Dec2020-15Dec2020.csv,18942830,day_first,154130,154130,0,2020-12-09 00:00:00,2020-12-15 23:55:00,7,PASS
245JourneyDataExtract16Dec2020-22Dec2020.csv,14495068,day_first,117602,117602,0,2020-12-16 00:00:00,2020-12-22 23:55:00,7,PASS
